title,rating,detail,level
Redes Neuronales Artificiales con Arduino,4.5,Inteligencia Artificial Machine Learning con Arduino IA | By Edison Ruben Sasig Simba,Intermediate
Python A-Z ™: Python per Data Science con esercizi reali,4.4,"Programmazione in Python per Data Analytics e Data Science. Scopri analisi statistiche, data mining e Visualizzazioni | By Hidran Arias",All Levels
Python: Yapay Zeka ve Veri Bilimi için Python Programlama,4.6,Makine Öğrenmesi ve Veri Bilimi için sıfırdan Python Programlama. 200'den fazla alıştırma ile uygulayarak öğrenin! | By Mustafa Vahit Keskin,All Levels
Python 機器學習--徹底研究-從零開始親手學習機器學習和人工智慧。,2.7,"Python 機器學習--徹底研究，從分群到分類建模預測，實務應用在大數據資料庫分析，機器學習和人工智慧。Python程式語言深入淺出。SVM,SVR從理論到實務徹底介紹與實作萬用分類機分類與迴歸。 | By 吳佳諺 Justin",All Levels
Uczenie maszynowe od podstaw z Azure ML Studio (classic),4.5,Zrób pierwszy krok w kierunku najbardziej poszukiwanego zawodu XXI wieku | By Michal Zylinski,Beginner
Inteligência Artificial com JavaScript e TensorFlow.js,4.0,Aprenda a Biblioteca de IA mais Famosa do Mundo EM SUA VERSÃO MAIS RECENTE do Básico ao Avançado com JavaScript | By Ben-Hur Varriano,All Levels
Inteligência Artificial para Iniciantes,4.3,Aprender sobre Inteligência Artificial. | By Marcos Castro,All Levels
Introdução à Estatística para Data Science em R -Casos Reais,4.5,Conceitos. Técnicas de Amostragem. Como analisar diferentes tipos de variáveis. | By Isaías Lira,All Levels
Python自然语言处理-BERT实战,4.6,NLP-BERT实战 | By 唐宇迪 唐,Expert
Inteligência Artificial e Machine Learning com JavaScript,4.8,Curso voltado para desenvolvedores | By Ben-Hur Varriano,All Levels
Artificial Intelligence – Computer Vision w języku Python,4.7,"(NOWOŚĆ) Odkryj Computer Vision z bibliotekami OpenCV, Tensorflow, Keras oraz PyTesseract | By Paweł Krakowiak",Intermediate
Machine Learning e Data Science com Python,4.1,Nesse curso você irá aprender sobre Machine Learning e Data Science com Python! | By Marcos Castro,All Levels
R NA PRÁTICA: Data Wrangling com R para Ciência de Dados,4.5,Introdução aos fundamentos de R + Data Wrangling com R para ciência de dados na prática | By JOSÉ LOPES,All Levels
Bootcamp Cientista de Dados: 10 aplicações Web Completas,4.8,"Crie 10 Aplicações Web de Data Science e Inteligência Artificial com Shiny, sem precisar saber programação Web | By Fernando Amaral",All Levels
Python深度学习与Tensorflow2实战（2020新版）,4.6,tensorflow2版本实战 | By 唐宇迪 唐,All Levels
Detecção de Objetos com Python e OpenCV,4.4,Aprenda a criar seus próprios classificadores haarcascade para detecção de objetos e logos! | By Jones Granatyr,Beginner
Uczenie Maszynowe - Drzewa Decyzyjne i Lasy Losowe - Python,4.4,Poznaj od podstaw algorytmy uczenia maszynowego w języku Python! Twórz własne modele w bibliotece scikit-learn! | By Paweł Krakowiak,Intermediate
Python para Machine Learning y Ciencia de Datos - Desde Cero,4.4,"Programación en Python para ciencia de datos. Aprende Análisis Estadístico, Machine Learning y Visualización | By Eric Alexander",Beginner
Guida completa al Deep Learning e alle reti neurali,4.1,Il corso completo per imparare le reti neurali e il deep learning con i linguaggi di programmazione R e Python | By Valentina Porcu,Intermediate
Curso de R para Ciencia de Datos - Maneja tus datos con R,4.8,"¡Desarrolla, Automatiza y aprende Ciencia de Datos con R - Conviértete en un desarrollador y Data Scientist con R! | By Sebastian Tunnell",All Levels
✔ Máster en Internet of Things - Conéctate al Futuro,4.5,Explota tu imaginación gracias al ecosistema IoT y su universo de posibilidades para crear valor | By Ivan Pinar Domínguez,All Levels
Reinforcement Learning (application en finance),3.6,Créer vos algorithmes de robot trader ou pour la gestion de portefeuille sur des indices boursiers | By Data World,All Levels
Python Dilinde OpenCV ile Görüntü İşleme,4.1,OpenCV ile Görüntü İşleme | By Enes Polat,All Levels
Guida completa al Machine Learning con R,4.7,Un corso completo in italiano sul machine learning con R | By Valentina Porcu,Intermediate
Corso Python e introduzione a Data Science,4.3,"Il corso è volto a costruire le basi di Python, e introdurrà passo passo alle librerie per il Data Science quali Numpy e Pandas | By Innova Academy",Beginner
ディープラーニング：SONYニューラルネットワークコンソール（NNC)による深層学習入門,4.2,人工知能の勉強を始めるのなら、まずはここから。挫折経験者・文系でも大丈夫！マウス操作で入門者から機械学習・ Deep Learning（CNN・RNN）エンジニア・データサイエンティストの業務効率アップまで使える最強ツール | By 亀田 健司,Beginner
Machine Learning Bootcamp w języku Python cz.I - od A do Z,5.0,(NOWOŚĆ) Wejdź w świat uczenia nadzorowanego i wykorzystaj przewagę uczenia maszynowego na rynku! | By Paweł Krakowiak,Beginner
Apprendre la Data Science avec R,4.5,"En partant de zéro, vous apprendrez les bases des data sciences avec le langage R et des exercices sur données réellles | By Charles Bordet",Beginner
深度学习框架-PyTorch实战系列,4.6,PyTorch框架实战 | By 唐宇迪 唐,Expert
Doğal Dil İşleme A-Z™: (NLP),4.3,"Yapay zeka, derin öğrenme kullanarak natural language processing kavramlarını anlayın ve Python, Keras ile NLP yazın. | By Software Development",All Levels
Mineração de Emoção em Textos com Python e NLTK,4.3,Aprenda passo a passo na teoria e na prática como utilizar o Python e o NLTK para minerar emoções em textos! | By Jones Granatyr,Beginner
Data Science: do Dado à Tomada de Decisão,3.8,Guia para iniciantes em Big Data. Aqui você compreenderá todo o processo de geração de insights a partir de dados. | By Hekima Big Data Analytics,Beginner
一天學會 Python--從零開始徹底精通Python 程式語言，親手乒乓球遊戲實作，親手人機界面影像處理實作,3.6,用一天的時間打好Python基礎，用深入淺出地說明，從零開始徹底精通Python程式語言，學習Python程式語言的精華.應用在大數據，機器學習和人工智慧，親手人機界面設計Tkinter及影像處理實作 | By 吳佳諺 Justin,All Levels
医師が教えるR言語での医療データ分析入門：R言語で作業自動化～エクセルデータの自動処理とパワーポイント作成～,3.3,エクセルファイルのデータを読み込むスキルと、データから定型のパワーポイントプレゼン資料をR言語で生成して、毎日の業務や報告を楽にしよう！ | By Norimitsu Nishida,Intermediate
"Aprendizagem por Reforço com Deep Learning, PyTorch e Python",4.3,Construa a um carro autônomo virtual com Inteligência Artificial e Deep Q-Learning | By Jones Granatyr,Intermediate
Maschinelles Lernen & Künstliche Intelligenz in der Theorie,3.6,"Alles von neuronalen Netzen, Deep Learning, Support Vector Machines, Regression bis Clustering und mehr | By Cedric Mössner",Expert
Ciência de dados com R,4.3,Um curso para dominar definitivamente dados no R | By Igor de Almeida,Beginner
Algoritmos Genéticos em Python,4.4,Construa passo a passo um algoritmo de Inteligência Artificial aplicado no cenário de transporte de produtos! | By Jones Granatyr,Beginner
TensorFlow 2.0: 关于全新TensorFlow的完整指南,4.8,利用TensorFlow 2.0构建精彩的深度学习和人工智能应用（英语授课） | By Hadelin de Ponteves,All Levels
Estatística Descritiva com Python,4.4,"Teorias e práticas direcionadas a análise e ciência dos dados (Data Science). | By Rafael F. V. C. Santos, Ph.D.",Beginner
Gestão de Projetos de Data Science e Big Data,4.2,Minimize riscos em projetos de Big Data e Data Science e amplie a eficiência na entrega de produtos e serviços | By Fernando Amaral,All Levels
Machine Learning e Data Science com Weka e Java - Completo,4.8,Aprenda as técnicas que o mundo real exige e torne-se um profissional competitivo na área de Inteligência Artificial! | By Jones Granatyr,All Levels
Mathematik-Grundlagen für Machine Learning & Data Science,3.3,"Differential- & Integralrechnung, Lineare Algebra und Statistik | By Samuel Reischl",All Levels
Inteligência Artificial: Sistemas de Recomendação em Python,4.4,Construa passo a passo no Python um algoritmo para recomendação de filmes parecido com o da Netflix! | By Jones Granatyr,Beginner
Машинное обучение для людей,4.4,Всё про все современные методы машинного обучения самыми простыми словами | By Roman Dushkin,Beginner
A-Z™ | R Programlama ile Veri Bilimi,4.4,"R programlama, machine learning, veri bilimi (data science) kavramlarını şimdi uygulayarak öğrenin: R Programming A-Z™ | By Onur Boyar",All Levels
Inteligência Artificial: Buscas em Textos com Python,4.6,"Construa seu próprio crawler, indexador e sistema de busca em textos! Aprenda o algoritmo PageRank do Google! | By Jones Granatyr",Beginner
Manipolazione dati avanzata con R,4.2,Un corso intermedio per scoprire come gestire e manipolare i dati su R | By Valentina Porcu,Intermediate
O Guia Completo de Carreira em Data Science e AI,4.5,Data Science e Artificial Intelligence: saiba como se preparar para as profissões mais promissora do século! | By Fernando Amaral,All Levels
Matemática para Data Science - Pré-Cálculo,4.8,"Exemplos e aplicações com Python | By Rafael F. V. C. Santos, Ph.D.",All Levels
Wystartuj z Data Science w Pythonie!,3.9,Użyj Pythona aby jak najszybciej zaznajomić się z Data Science i Uczeniem Maszynowym | By Damian Melniczuk,Beginner
"Импорт, парсинг и скрепинг данных на Python",3.9,"Работа с API, JSON, XML, HTML и SQL, парсинг сайтов | By Центр digital-профессий ITtensive",Intermediate
商业人工智能 (Artificial Intelligence for Business),4.6,人工智能解决方案解决现实世界中的业务问题 (英文原音) | By Hadelin de Ponteves,Beginner
Python-深度学习-物体检测实战,5.0,MaskRcnn实战 | By 唐宇迪 唐,Expert
机器学习实训营（算法推导+代码复现）,4.9,机器学习原理与代码复现 | By 唐宇迪 唐,Intermediate
人工智能A-Z™: 学习如何创造一个AI (Artificial Intelligence A-Z),4.3,结合数据科学、机器学习和深度学习的威力，来为现实世界的应用创造一个强大的AI！(英文原音) | By Hadelin de Ponteves,All Levels
人工智能专业课程 (AI Masterclass),4.6,新的混合人工智能时代已经来临，我们将要用深度神经进化技术，以及一整套的机器学习，深度学习，人工智能模型对它进行优化 (英文原音) | By Hadelin de Ponteves,Beginner
Python数据分析：从入门到精通,3.8,"掌握Python, 机器学习，Numpy, SQL，Matplotlib 等等成为数据分析师！ | By BitTiger 来自硅谷的终身学习平台",Beginner
Redes Neurais Artificiais em R,4.5,Aprenda na teoria e na prática os fundamentos das redes neurais em R e entre para o mundo do Deep Learning! | By Jones Granatyr,Beginner
✔ Curso Completo Machine Learning con Python 2020,4.5,Descubre y domina el aprendizaje automático e inteligencia artificial desde cero | By Ivan Pinar Domínguez,All Levels
Guida ai Big Data con Spark 2. 0 e Python,4.3,Come utilizzare Python e Spark per l'analisi dei Big Data | By Valentina Porcu,Intermediate
Lógica de Programação para Data Science e AI com Python,4.4,O curso para iniciar em Ciência de Dados e Inteligência Artificial com exemplos práticos em Python | By Fernando Amaral,Beginner
Statistik für Data Science und Business Analytics,3.9,"Statistik zur Anwendung im Beruf: deskriptive und Inferenzstatistik, Hypothesentests, datengestützte Entscheidungen | By 365 Careers",All Levels
