title,rating,level,link,detail
実践データサイエンス&機械学習 with Python -統計学の基礎からビッグデータまで-,3.8,Intermediate,https://www.udemy.com/course/datascience-machinelearning/,【世界で3万人以上が受講】世界で活躍する専門家の講義を、日本の人気講師が解説します。データサイエンスと機械学習を包括的に扱います。統計学の基礎から始めて、レコメンドシステムや検索エンジン、スパムメールフィルタなどの構築も行います。 | By 我妻 幸長 Yukinaga Azuma
Machine Learning con Python: il Corso Pratico,4.4,All Levels,https://www.udemy.com/course/machine-learning-pratico/,"Impara a creare algoritmi di Machine Learning con Python e Scikit-learn - Regressione, Classificazione, Clustering | By Giuseppe Gullo"
Deep Learning com Python de A a Z - O Curso Completo,4.6,All Levels,https://www.udemy.com/course/deep-learning-com-python-az-curso-completo/,"Redes neurais artificiais, convolucionais, recorrentes, mapas auto organizáveis, boltzmann machines, autoencoders e GANs | By Jones Granatyr"
Deep Learning con Tensorflow para Machine Learning e IA,4.5,All Levels,https://www.udemy.com/course/tensorflow-python/,Combina TensorFlow en Python para programar tus algoritmos de ML e IA con ejemplos prácticos del mundo en varios campos | By Juan Gabriel Gomila Salas
Curso de Data Science: Bootcamp completo em Data Science,4.4,All Levels,https://www.udemy.com/course/curso-de-data-science-bootcamp-completo-em-data-science/,"Treinamento Completo em Data Science: Matemática, Estatística, Python, Estatística Avançada, Machine & Deep Learning | By 365 Careers"
Corso completo di Data Science con Python,4.1,Intermediate,https://www.udemy.com/course/data-science-con-python/,"Da principiante a esperto nelle tecniche di Data Science con Python: machine learning, network neurali, text mining e... | By Valentina Porcu"
ディープラーニング : Pythonでゼロから構築し学ぶ人工知能（AI）と深層学習の原理,4.0,Beginner,https://www.udemy.com/course/deepzero/,機械学習（マシンラーニング）の中でも特に注目を集めているDeep Learningを学び、TensorFlowやChainerなどのフレームワークを使わずに、畳み込みニューラルネットワーク（CNN）までゼロから構築できるようになりましょう。 | By 我妻 幸長 Yukinaga Azuma
Tensorflow 2.0: Guía completa para el Nuevo Tensorflow,4.6,All Levels,https://www.udemy.com/course/tensorflow2/,Crea soluciones sorprendentes de Deep Learning e Inteligencia Artificial y súbelas a producción con TensorFlow 2.0 | By Juan Gabriel Gomila Salas
Deep Learning e Reti Neurali con Python: il Corso Pratico,4.3,All Levels,https://www.udemy.com/course/deep-learning-pratico/,"Apprendi i segreti del Deep Learning e impara a creare le tue Reti Neurali Artificiali con Python, Keras e Tensorflow. | By Giuseppe Gullo"
Data Science & Maschinelles Lernen in Python - am Beispiel,4.3,All Levels,https://www.udemy.com/course/data-science-und-machine-learning/,Werde Datenexperte! Umfassender Kurs zum Thema Data-Mining und Maschinellem Lernen mit Python und Spark | By Jannis Seemann
Python ile Makine Öğrenmesi,4.5,All Levels,https://www.udemy.com/course/makine-ogrenmesi/,"Yapay zeka, veri bilimi ve machine learning kavramlarını gerçek hayat problemleri üzerinden uygulayarak öğreneceksiniz. | By Dr. Şadi Evren Şeker"
Introduction au Machine Learning,4.5,Beginner,https://www.udemy.com/course/introduction-au-machine-learning/,Apprenez à créer sur Python des modèles de Machine Learning puissants et créateurs de valeur. Templates de codes inclus. | By Hadelin de Ponteves
Natural Language Processing für Data Science mit Python,4.5,Intermediate,https://www.udemy.com/course/natural-language-processing-mit-python/,"Lerne Machine Learning, SpaCy, NLTK, SciKit-Learn, Deep Learning, und mehr für Natural Language Processing | By Dr. René Brunner"
【TensorFlow・Python 3】GANによる画像生成AI自作入門,4.2,All Levels,https://www.udemy.com/course/tensorflow-gan/,「お父さんAIスケッチ」で使われている、TensorFlowとPython3で画像生成（GAN：Generative Adversarial Network。敵対的生成ネットワーク）に挑戦。TensorFlowによる開発手順も確認できます。 | By 井上 博樹 (Hiroki Inoue)
從零開始學Machine Learning第一部 - Linear Regression篇,4.6,All Levels,https://www.udemy.com/course/machine-learning-linear-regression/,Python教學 ，演算法，數學，實踐操作結合 | By Ken Cen
"Super Formação Inteligência Artificial com R, Python e Weka",4.4,All Levels,https://www.udemy.com/course/inteligencia-artificial-e-machine-learning/,Aprenda as mais Importantes Técnicas e Algoritmos de Inteligência Artificial e Machine Learning | By Fernando Amaral
Programmer en Python pour la Data Science de A à Z,4.7,All Levels,https://www.udemy.com/course/data-science-avec-python/,"Apprenez à programmer en Python et à utiliser NumPy, Pandas, Matplotlib et Seaborn pour faire de la Data Science. | By Amandine Velt | Data Science - Python - R"
Statistik für Data Science und Business Analytics,4.3,All Levels,https://www.udemy.com/course/wahrscheinlichkeit-und-statistik/,"Lerne, wie Du Statistik und Wahrscheinlichkeiten auf praxisnahe Data Science und Business Fälle anwenden kannst. | By Dr. René Brunner"
"Data Science, Apache Spark & Python: Analysiere echte Daten!",4.3,Intermediate,https://www.udemy.com/course/apache-spark-mit-python/,"Erlebe Spark, indem du echte Daten analysierst - Geburtsstatistiken, Gletscherdaten, Taxibestellungen, ... | By Jannis Seemann"
Artificial Intelligence und Reinforcement Learning in Python,4.4,All Levels,https://www.udemy.com/course/artificial-intelligence-und-reinforcement-learning-in-python/,Entwerfe eine eigene Künstliche Intelligenz (AI) mit TensorFlow und Keras. Schritt für Schritt und anschaulich erklärt. | By Jan Schaffranek
【Kaggleで学ぼう】Python と Keras で学ぶディープラーニング開発入門,4.2,Beginner,https://www.udemy.com/course/keras_aidev/,データサイエンスの基礎を学んで、目指せKaggler (カグラー) ! TensorFlowとKerasで短期間にディープラーニングによるAI開発手法を学び、Kaggleコンペティションに挑戦し、データサイエンティストとして活躍しよう！ | By 井上 博樹 (Hiroki Inoue)
Aprenda Programação em Python 3 do Zero com Facilidade,4.7,All Levels,https://www.udemy.com/course/aprenda-a-programar-em-python-com-facilidade-do-zero/,Domine o Python3! Curso Completo com Exercícios e Projetos + Bônus Especial: Machine Learning Supervisionado em Python! | By Ivan Lourenço Gomes
R ile Veri Bilimi ve Machine Learning (35 Saat),4.5,Beginner,https://www.udemy.com/course/veri-bilimi-ve-makine-ogrenmesi-egitimi/,"R, Makine Öğrenmesi(Machine Learning), Data Science(Veri Bilimi) Platformun 'en kapsamlı' ve modern iş uygulamalı kursu! | By Mustafa Vahit Keskin"
Deep Learning: Generative Neuronale Netzwerke mit Python,4.7,All Levels,https://www.udemy.com/course/deep-learning-und-ai-generative-neural-networks-mit-python/,"Entwerfe eigene künstliche Intelligenzen (AI) mit TensorFlow und Keras, die Bilder von Tieren un Objekten erzeugen kann. | By Jan Schaffranek"
TensorFlow: Machine Learning e Deep Learning com Python,4.5,All Levels,https://www.udemy.com/course/tensorflow-machine-learning-deep-learning-python/,Construa redes neurais artificiais modernas com o Google TensorFlow e especialize-se em Inteligência Artificial! | By Jones Granatyr
Python 3 数据分析 Data Science零基础完全入门,4.5,All Levels,https://www.udemy.com/course/python-for-data-science/,"Numpy/Pandas/Matplotlib/Seaborn, 數據處理，分析，可視化，通過Python入門數據科學,機器學習 | By Peng Xiao（肖鹏）"
Machine Learning y Data Science con Python,4.4,All Levels,https://www.udemy.com/course/aprende-data-science-y-machine-learning-con-python/,"Todo lo necesario para convertirse en un Data Scientist, usando Python | By Manuel Garrido"
Programmer en R pour la Data Science de A à Z,4.6,All Levels,https://www.udemy.com/course/apprendre-la-data-science-avec-r-de-a-a-z/,Intéressés par la Data ? Apprenez à faire de la Data Science et du Machine Learning avec le langage R sans pré-requis! | By Amandine Velt | Data Science - Python - R
Apprendre la data science par la pratique avec Python !,4.4,All Levels,https://www.udemy.com/course/apprendre-la-data-science-par-la-pratique-avec-python/,"Data Science, Python, Machine learning, data viz, data mining, SQL, API, Web scraping, big data, Jupyter | By Sébastien Daviot"
【R言語をゼロから理解していく】データサイエンスの実践例から学ぶデータ分析入門,3.9,Beginner,https://www.udemy.com/course/r-datascience/,データサイエンスの理解、R言語プログラミングでの基本統計量・可視化、データ分析プロセスの基礎を網羅！オープンデータ(e-stat)活用やSNS(twitter)分析といった広域なデータ分析事例を紹介！ | By Yutaka Kataoka
"【TensorFlow・Kerasで学ぶ】時系列データ処理入門（RNN/LSTM, Word2Vec)",4.0,Beginner,https://www.udemy.com/course/tensorflow_rnn/,"TensorFlow, KerasとPython3を使って、自然言語処理や時系列データ処理を学びましょう。日本語＋動画で学べる唯一の講座（2017年8月現在）です。RNN/LSTMは、機械翻訳、自動字幕表示、株価予測などに使用されています。 | By 井上 博樹 (Hiroki Inoue)"
Power BI Completo: De cero a desarrollador Power BI,4.3,All Levels,https://www.udemy.com/course/power-bi-es/,Curso de Power BI: Inteligencia de Negocios con Power BI | By Sebastian Tunnell
Spark und Python für Big Data und Data Science mit PySpark,4.3,Beginner,https://www.udemy.com/course/spark-und-python-fur-big-data-mit-pyspark/,Lerne Apache Spark 2.3 mit Python einzusetzten (mit Machine Learning und Streaming) | By Dr. René Brunner
Data Science - Język R dla początkujących,4.8,Beginner,https://www.udemy.com/course/data-science-jezyk-r-dla-poczatkujacych/,w sam raz na początek kariery w data science | By Rafał Mobilo
L'Intelligence Artificielle pour l'Entreprise,4.7,Beginner,https://www.udemy.com/course/intelligence-artificielle-pour-le-business/,Créez des IA pour résoudre des problèmes réels du monde de l'entreprise | By Hadelin de Ponteves
Data Science ve Python: Sıfırdan Uzmanlığa Veri Bilimi (2),4.6,Beginner,https://www.udemy.com/course/data-science-sfrdan-uzmanlga-veri-bilimi-2/,Bir Profesyonel gibi Data Science(Veri Bilimi) öğrenin ve Yapay Zeka öğrenmek için gerekli temelleri atın! | By DATAI TEAM
Deep Learning e Inteligencia artificial con Keras/Tensorflow,4.5,All Levels,https://www.udemy.com/course/curso-de-deep-learning-con-kerastensorflow-en-python/,Conviertete en un experto del Deep Learning mediante este curso guiado desde cero y su material en Python | By David Fuentes Jiménez
Manipulação e Análise de Dados com Pandas - Python,4.6,Intermediate,https://www.udemy.com/course/manipulacao-e-analise-de-dados-com-pandas-python/,"Aprenda na prática com análise de dados de campeonatos de Data Science e Data Analysis. | By Rafael F. V. C. Santos, Ph.D."
Deep Learning A-Z™：人工神经网络实践,4.5,All Levels,https://www.udemy.com/course/deep-learning-chinese/,跟着两位机器学习与数据科学专家，学习用Python创建深度学习算法。包含模板。(英文原音) | By Kirill Eremenko
Raspberry Pi とTensorFlow ではじめるAI・IoTアプリ開発入門,4.1,All Levels,https://www.udemy.com/course/raspi-tensorflow/,2018年8月、Google BrainチームはTensorFlow 1.10をリリースし、Raspberry Pi（Raspbian）に正式対応しました。ラズベリーパイでディープラーニング・IoTにチャレンジしましょう！ | By 井上 博樹 (Hiroki Inoue)
